gene symbol,p_val_adj,avg_logFC,cell type
COL6A1,0.018708,0.45799,Vascular smooth muscle cells / pericytes
COL6A2,0,1.534218,Mesangial cell
COL6A2,1.12E-10,0.567894,Vascular smooth muscle cells / pericytes
COL6A3,0,2.084644,Mesangial cell
COL8A1,6.47E-243,0.942347,Mesangial cell
COPG1,3.91E-13,0.259775,Mesangial cell
COPZ2,3.82E-93,0.423809,Mesangial cell
CORO1C,9.72E-21,0.311258,Mesangial cell
COTL1,3.16E-13,0.287244,Mesangial cell
COX4I2,1.58E-166,0.75186,Vascular smooth muscle cells / pericytes
COX7A1,1.61E-41,0.621547,Mesangial cell
COX7A1,1.79E-07,0.513171,Vascular smooth muscle cells / pericytes
CPE,5.54E-131,1.257859,Vascular smooth muscle cells / pericytes
CPM,2.40E-05,0.562514,Vascular smooth muscle cells / pericytes
CRBN,1,0.301468,Vascular smooth muscle cells / pericytes
CREBRF,1,0.276804,Vascular smooth muscle cells / pericytes
CRIP1,2.08E-44,0.811717,Mesangial cell
CRIP1,0.00311,0.490576,Vascular smooth muscle cells / pericytes
CRIP2,4.53E-16,0.847989,Vascular smooth muscle cells / pericytes
CRISPLD2,7.43E-125,0.618565,Mesangial cell
CRTAP,6.42E-16,0.359541,Mesangial cell
CSDE1,1,0.306939,Vascular smooth muscle cells / pericytes
CSNK1A1,1,0.27476,Vascular smooth muscle cells / pericytes
CSNK1E,6.32E-05,0.463018,Vascular smooth muscle cells / pericytes
CSNK2A1,1,0.258585,Vascular smooth muscle cells / pericytes
CSRNP1,1,0.341125,Vascular smooth muscle cells / pericytes
CSRP1,2.46E-52,0.467765,Mesangial cell
CSRP1,0.05018,0.382063,Vascular smooth muscle cells / pericytes
CSRP2,3.31E-12,0.756592,Vascular smooth muscle cells / pericytes
CTBP2,1,0.323679,Vascular smooth muscle cells / pericytes
CTD-3252C9.4,1,0.302373,Vascular smooth muscle cells / pericytes
CTGF,2.10E-28,0.290005,Mesangial cell
CTHRC1,3.77E-93,0.92441,Mesangial cell
CTNNB1,0.000327,0.345831,Mesangial cell
CTNNB1,1,0.472951,Vascular smooth muscle cells / pericytes
CXCL12,1.22E-95,0.826142,Mesangial cell
CXCL12,1,0.840144,Vascular smooth muscle cells / pericytes
CXCL3,2.13E-06,0.46202,Mesangial cell
CYB5R3,2.44E-25,0.453169,Mesangial cell
CYB5R3,1,0.29249,Vascular smooth muscle cells / pericytes
CYBRD1,3.08E-31,0.391342,Mesangial cell
CYBRD1,1.51E-08,0.499996,Vascular smooth muscle cells / pericytes
CYR61,7.95E-53,0.716564,Mesangial cell
CYR61,0.085495,0.569238,Vascular smooth muscle cells / pericytes
DCBLD2,3.02E-46,0.493627,Mesangial cell
DCN,8.26E-101,0.862314,Mesangial cell
DDIT4,7.02E-08,0.578575,Vascular smooth muscle cells / pericytes
DDX17,0.307772,0.260323,Vascular smooth muscle cells / pericytes
DLC1,6.55E-11,0.65212,Vascular smooth muscle cells / pericytes
DLL1,1.76E-13,0.439982,Vascular smooth muscle cells / pericytes
DNAJB14,1,0.300579,Vascular smooth muscle cells / pericytes
DOCK9,3.51E-07,0.432995,Vascular smooth muscle cells / pericytes
DPYSL2,3.19E-07,0.530499,Vascular smooth muscle cells / pericytes
DPYSL3,1.91E-110,0.622624,Mesangial cell
DRAP1,9.05E-19,0.387084,Mesangial cell
DSTN,4.98E-18,0.411269,Mesangial cell
DSTN,0.000582,0.496277,Vascular smooth muscle cells / pericytes
DUSP11,4.30E-06,0.403347,Vascular smooth muscle cells / pericytes
DYNLL1,2.41E-14,0.281682,Mesangial cell
EBF1,2.73E-83,1.279307,Vascular smooth muscle cells / pericytes
ECE1,1.18E-06,0.402642,Vascular smooth muscle cells / pericytes
EDIL3,4.18E-169,0.842875,Mesangial cell
EDNRA,1.88E-89,0.718782,Vascular smooth muscle cells / pericytes
EDNRB,2.45E-26,0.66167,Vascular smooth muscle cells / pericytes
EEF1B2,5.05E-09,0.320633,Mesangial cell
EEF1D,1.73E-13,0.3025,Mesangial cell
EFEMP1,4.03E-15,0.291324,Mesangial cell
EFEMP2,1.14E-56,0.423252,Mesangial cell
EFNB2,2.56E-16,0.663749,Vascular smooth muscle cells / pericytes
EGFL7,6.06E-14,0.797136,Vascular smooth muscle cells / pericytes
EGR1,1.64E-10,0.69954,Vascular smooth muscle cells / pericytes
EGR3,8.16E-06,0.617808,Vascular smooth muscle cells / pericytes
EHD1,1.37E-19,0.299498,Mesangial cell
EHD2,3.34E-48,0.441445,Mesangial cell
EID1,0.000139,0.454453,Vascular smooth muscle cells / pericytes
EIF2S2,9.15E-24,0.468191,Mesangial cell
EIF4A1,0.763863,0.36662,Vascular smooth muscle cells / pericytes
EIF4A2,1,0.26437,Vascular smooth muscle cells / pericytes
EIF4EBP1,1.13E-52,0.576196,Mesangial cell
EIF4G2,1,0.278104,Vascular smooth muscle cells / pericytes
EIF5A,1.31E-61,0.859081,Mesangial cell
ELK3,0.000308,0.392429,Vascular smooth muscle cells / pericytes
ELOVL5,8.26E-05,0.382651,Vascular smooth muscle cells / pericytes
EMCN,4.28E-29,1.172085,Vascular smooth muscle cells / pericytes
EMILIN1,0,0.744479,Mesangial cell
EMP1,0.025596,0.657639,Vascular smooth muscle cells / pericytes
EMP2,5.32E-18,0.570686,Vascular smooth muscle cells / pericytes
EMP3,1.67E-115,1.22931,Mesangial cell
ENAH,1.38E-48,0.48862,Mesangial cell
ENG,1.39E-06,0.608533,Vascular smooth muscle cells / pericytes
ENO1,3.48E-22,0.51456,Mesangial cell
ENPP2,1.42E-21,0.907788,Vascular smooth muscle cells / pericytes
EPAS1,1.42E-48,1.380598,Vascular smooth muscle cells / pericytes
EPB41L2,6.91E-13,0.260328,Mesangial cell
EPC1,1,0.250506,Vascular smooth muscle cells / pericytes
EPS8,1.71E-08,0.568618,Vascular smooth muscle cells / pericytes
ERRFI1,2.40E-26,0.568673,Mesangial cell
ESAM,2.63E-12,0.442497,Vascular smooth muscle cells / pericytes
ETS1,1.38E-17,0.880716,Vascular smooth muscle cells / pericytes
ETS2,5.48E-05,0.657478,Vascular smooth muscle cells / pericytes
EVA1B,8.65E-19,0.288494,Mesangial cell
FAM101B,0.00074,0.371818,Vascular smooth muscle cells / pericytes
FAM114A1,1.41E-41,0.363902,Mesangial cell
FAM127A,6.85E-13,0.296171,Mesangial cell
FAM129A,2.45E-13,0.523237,Vascular smooth muscle cells / pericytes
FAM198B,6.81E-11,0.606905,Vascular smooth muscle cells / pericytes
FAM213A,0.960455,0.279655,Vascular smooth muscle cells / pericytes
FAM53C,1,0.291853,Vascular smooth muscle cells / pericytes
FBN1,7.30E-234,1.024094,Mesangial cell
FERMT2,1,0.283724,Vascular smooth muscle cells / pericytes
FHL2,1.03E-57,0.474161,Mesangial cell
FILIP1,2.60E-16,0.569247,Vascular smooth muscle cells / pericytes
FILIP1L,1.04E-15,0.807316,Vascular smooth muscle cells / pericytes
FKBP10,3.35E-140,0.56223,Mesangial cell
FKBP11,4.35E-46,0.486946,Mesangial cell
FKBP1A,0.004077,0.333995,Vascular smooth muscle cells / pericytes
FKBP5,3.31E-13,0.861421,Vascular smooth muscle cells / pericytes
FLNA,5.89E-44,0.639805,Mesangial cell
FLT1,2.93E-22,1.01583,Vascular smooth muscle cells / pericytes
FN1,0,2.991352,Mesangial cell
FNIP2,1,0.34386,Vascular smooth muscle cells / pericytes
FOS,3.31E-05,0.540153,Vascular smooth muscle cells / pericytes
FOSB,7.07E-05,0.602929,Vascular smooth muscle cells / pericytes
FOSL2,1,0.462657,Vascular smooth muscle cells / pericytes
FOXK1,1,0.253427,Vascular smooth muscle cells / pericytes
FOXO3,0.097231,0.35454,Vascular smooth muscle cells / pericytes
FRY,0.000156,0.419537,Vascular smooth muscle cells / pericytes
FRYL,0.125408,0.335788,Vascular smooth muscle cells / pericytes
FRZB,1.53E-122,0.940998,Vascular smooth muscle cells / pericytes
FSTL1,1.53E-173,1.285774,Mesangial cell
FSTL3,2.62E-29,0.362261,Mesangial cell
FUS,0.205989,0.390365,Vascular smooth muscle cells / pericytes
FXYD1,4.84E-16,0.617862,Vascular smooth muscle cells / pericytes
FXYD5,1.83E-28,0.380749,Mesangial cell
FXYD6,1.78E-41,0.636777,Vascular smooth muscle cells / pericytes
FYTTD1,1,0.301092,Vascular smooth muscle cells / pericytes
GABARAPL2,1,0.263555,Vascular smooth muscle cells / pericytes
GABPB1,0.014612,0.332461,Vascular smooth muscle cells / pericytes
GADD45B,1,0.384489,Vascular smooth muscle cells / pericytes
GADD45GIP1,4.48E-09,0.314752,Mesangial cell
GALNT1,1.72E-45,0.703612,Mesangial cell
GAPDH,7.42E-106,1.099599,Mesangial cell
GARS,1.01E-26,0.312623,Mesangial cell
GAS6,0.000528,0.384852,Vascular smooth muscle cells / pericytes
GBP1,2.06E-22,0.418306,Mesangial cell
GBP2,7.84E-08,0.255593,Mesangial cell
GBP4,0.385998,0.30789,Vascular smooth muscle cells / pericytes
GDI2,2.82E-10,0.276187,Mesangial cell
GIMAP4,0.097088,0.400426,Vascular smooth muscle cells / pericytes
GIMAP7,0.000643,0.433326,Vascular smooth muscle cells / pericytes
GJA1,0.06169,0.34141,Vascular smooth muscle cells / pericytes
GLIPR1,4.45E-78,0.601619,Mesangial cell
GNAS,1,0.321938,Vascular smooth muscle cells / pericytes
GNB1,1,0.280714,Vascular smooth muscle cells / pericytes
GNG11,7.62E-12,0.765226,Vascular smooth muscle cells / pericytes
GOLT1B,1.95E-25,0.344064,Mesangial cell
GPATCH8,1,0.293283,Vascular smooth muscle cells / pericytes
GPX8,1.59E-66,0.485953,Mesangial cell
GSN,6.88E-24,1.122292,Vascular smooth muscle cells / pericytes
GSTO1,2.70E-29,0.554631,Mesangial cell
GUK1,4.80E-26,0.453557,Mesangial cell
H1FX,0.352142,0.374771,Vascular smooth muscle cells / pericytes
H2AFJ,4.14E-18,0.421872,Mesangial cell
H2AFJ,1,0.281196,Vascular smooth muscle cells / pericytes
H2AFZ,7.48E-16,0.642675,Mesangial cell
H3F3B,1.11E-17,0.630304,Vascular smooth muscle cells / pericytes
HAS2,0,0.688069,Mesangial cell
HDAC7,0.777386,0.320019,Vascular smooth muscle cells / pericytes
HDLBP,7.51E-34,0.482833,Mesangial cell
HEG1,7.94E-12,0.637068,Vascular smooth muscle cells / pericytes
HES1,1.86E-10,0.778794,Vascular smooth muscle cells / pericytes
HES4,2.20E-09,0.395231,Vascular smooth muscle cells / pericytes
HEXIM1,0.318182,0.397441,Vascular smooth muscle cells / pericytes
HGF,0,0.973819,Mesangial cell
HIF1A,1.09E-42,0.714084,Mesangial cell
HIP1,0.003778,0.339861,Vascular smooth muscle cells / pericytes
HIST1H4C,1,0.339348,Vascular smooth muscle cells / pericytes
HLA-B,0.026782,0.315282,Vascular smooth muscle cells / pericytes
HLA-C,1,0.279648,Vascular smooth muscle cells / pericytes
HLA-E,0.000135,0.584481,Vascular smooth muscle cells / pericytes
HMGA1,6.02E-33,0.452696,Mesangial cell
HMGN2,7.95E-06,0.311578,Mesangial cell
HN1,2.05E-13,0.350213,Mesangial cell
HNRNPAB,8.94E-08,0.252647,Mesangial cell
HNRNPDL,1,0.294056,Vascular smooth muscle cells / pericytes
HNRNPH3,1,0.335397,Vascular smooth muscle cells / pericytes
HNRNPM,1,0.258314,Vascular smooth muscle cells / pericytes
HOPX,2.85E-68,0.956795,Vascular smooth muscle cells / pericytes
HSD17B12,1,0.254547,Vascular smooth muscle cells / pericytes
HSP90B1,7.47E-13,0.326765,Mesangial cell
HSPA5,0.004953,0.254522,Mesangial cell
HSPB1,4.45E-19,0.425674,Mesangial cell
HSPB1,1,0.259339,Vascular smooth muscle cells / pericytes
HSPG2,0.00021,0.442514,Vascular smooth muscle cells / pericytes
HYAL2,1.71E-16,0.608529,Vascular smooth muscle cells / pericytes
ICAM2,2.07E-09,0.477549,Vascular smooth muscle cells / pericytes
ID1,3.15E-23,0.997567,Vascular smooth muscle cells / pericytes
ID2,1,0.397248,Vascular smooth muscle cells / pericytes
ID3,6.56E-11,0.403265,Mesangial cell
ID3,8.88E-20,0.914705,Vascular smooth muscle cells / pericytes
ID4,0.024144,0.48006,Vascular smooth muscle cells / pericytes
IER2,0.000316,0.522292,Vascular smooth muscle cells / pericytes
IFI16,0.000821,0.44457,Vascular smooth muscle cells / pericytes
IFI27,2.36E-19,1.121157,Vascular smooth muscle cells / pericytes
IFI27L2,4.86E-40,0.579656,Mesangial cell
IFI6,8.84E-16,0.488318,Mesangial cell
IFITM2,2.00E-26,0.403728,Mesangial cell
IFITM2,1.62E-06,0.563218,Vascular smooth muscle cells / pericytes
IFITM3,3.90E-34,0.439933,Mesangial cell
IFITM3,6.68E-14,0.736105,Vascular smooth muscle cells / pericytes
IFRD1,1,0.276054,Vascular smooth muscle cells / pericytes
IGFBP4,3.47E-33,0.638063,Mesangial cell
IGFBP4,3.50E-05,0.629119,Vascular smooth muscle cells / pericytes
IGFBP5,3.95E-37,1.589726,Vascular smooth muscle cells / pericytes
IGFBP6,6.26E-155,1.299325,Mesangial cell
IGFBP7,1.20E-20,0.755238,Vascular smooth muscle cells / pericytes
IKBIP,3.79E-59,0.429322,Mesangial cell
IL6,5.31E-158,0.917081,Mesangial cell
IL6ST,5.43E-05,0.589482,Vascular smooth muscle cells / pericytes
ILK,1.77E-12,0.256767,Mesangial cell
ILK,1,0.250545,Vascular smooth muscle cells / pericytes
INHBA,2.97E-293,1.077495,Mesangial cell
INPP4B,1.25E-17,0.496071,Vascular smooth muscle cells / pericytes
INSR,0.014545,0.531479,Vascular smooth muscle cells / pericytes
INTS6,0.002914,0.530459,Vascular smooth muscle cells / pericytes
IRF2BP2,0.372283,0.405664,Vascular smooth muscle cells / pericytes
IRF2BPL,1,0.256258,Vascular smooth muscle cells / pericytes
ISG15,2.28E-29,0.473129,Mesangial cell
ISG15,1,0.339786,Vascular smooth muscle cells / pericytes
ISLR,0,1.062787,Mesangial cell
ITGA1,1.09E-10,0.377207,Mesangial cell
ITGA1,1.43E-11,0.619923,Vascular smooth muscle cells / pericytes
ITGA5,4.73E-185,0.986564,Mesangial cell
ITGA7,4.70E-65,0.628066,Vascular smooth muscle cells / pericytes
ITGAV,1,0.270541,Mesangial cell
ITGB1,9.53E-68,0.783051,Mesangial cell
ITGB1,6.58E-16,0.738865,Vascular smooth muscle cells / pericytes
ITGB5,2.18E-10,0.273584,Mesangial cell
ITM2A,0.024631,0.393301,Vascular smooth muscle cells / pericytes
ITPRIPL2,6.25E-28,0.402817,Mesangial cell
JADE1,1,0.311181,Vascular smooth muscle cells / pericytes
JAG1,1.73E-38,1.156106,Vascular smooth muscle cells / pericytes
JUN,8.42E-06,0.597546,Vascular smooth muscle cells / pericytes
JUNB,6.00E-10,0.87505,Vascular smooth muscle cells / pericytes
JUND,0.000747,0.393276,Vascular smooth muscle cells / pericytes
KANK2,9.00E-22,0.328515,Mesangial cell
KANK2,4.48E-20,0.738573,Vascular smooth muscle cells / pericytes
KCNE4,8.63E-172,0.915301,Vascular smooth muscle cells / pericytes
KDELR2,3.28E-66,0.837498,Mesangial cell
KDELR3,3.40E-92,0.57259,Mesangial cell
KDR,3.05E-22,0.782942,Vascular smooth muscle cells / pericytes
KIAA0101,5.91E-91,0.66842,Mesangial cell
KIAA0355,0.347617,0.354933,Vascular smooth muscle cells / pericytes
KLF2,2.86E-09,0.629157,Vascular smooth muscle cells / pericytes
KLF4,0.000218,0.563446,Vascular smooth muscle cells / pericytes
KLF9,7.76E-11,0.731639,Vascular smooth muscle cells / pericytes
KLHL23,1.01E-74,0.799103,Vascular smooth muscle cells / pericytes
KMT2A,1,0.295589,Vascular smooth muscle cells / pericytes
KMT2C,1,0.266625,Vascular smooth muscle cells / pericytes
LAMB2,1,0.282296,Vascular smooth muscle cells / pericytes
LAMC1,1.28E-17,0.373858,Mesangial cell
LAMC1,1,0.32693,Vascular smooth muscle cells / pericytes
LARP6,3.03E-28,0.326389,Mesangial cell
LASP1,2.71E-09,0.254182,Mesangial cell
LBH,1.94E-15,0.779235,Vascular smooth muscle cells / pericytes
LDB2,7.95E-07,0.568918,Vascular smooth muscle cells / pericytes
LDHA,1.14E-39,0.611844,Mesangial cell
LGALS1,1.63E-186,2.187203,Mesangial cell
LHFP,4.31E-20,0.328202,Mesangial cell
LHFP,3.65E-64,1.182065,Vascular smooth muscle cells / pericytes
LIFR,0.002521,0.597331,Vascular smooth muscle cells / pericytes
LIMA1,1.24E-28,0.43632,Mesangial cell
LIMA1,1.27E-11,0.581029,Vascular smooth muscle cells / pericytes
LIMCH1,0.002509,0.465034,Vascular smooth muscle cells / pericytes
LIMS2,9.55E-12,0.557142,Vascular smooth muscle cells / pericytes
LINC00152,1.19E-65,0.749939,Mesangial cell
LIX1L,6.63E-05,0.366578,Vascular smooth muscle cells / pericytes
LMAN1,3.30E-08,0.292602,Mesangial cell
LMNA,7.27E-27,0.517161,Mesangial cell
LMNA,0.001278,0.409036,Vascular smooth muscle cells / pericytes
LMO2,1.39E-08,0.501933,Vascular smooth muscle cells / pericytes
LMO4,0.000242,0.270337,Mesangial cell
LMO4,0.001716,0.460018,Vascular smooth muscle cells / pericytes
LOX,3.10E-92,0.759125,Mesangial cell
LOXL1,4.24E-152,0.638381,Mesangial cell
LPP,0.003894,0.487599,Vascular smooth muscle cells / pericytes
LRP1,2.89E-59,0.444042,Mesangial cell
LRRC32,3.20E-17,0.475651,Vascular smooth muscle cells / pericytes
LRRC59,1.68E-50,0.445809,Mesangial cell
LTBP1,0,1.350007,Mesangial cell
LTBP2,6.36E-111,0.588738,Mesangial cell
LUC7L3,1,0.283596,Vascular smooth muscle cells / pericytes
LUM,0,1.758235,Mesangial cell
LY6E,3.01E-40,0.638846,Mesangial cell
MACF1,1,0.254246,Vascular smooth muscle cells / pericytes
MAF,0.027866,0.366525,Vascular smooth muscle cells / pericytes
MAGED1,4.29E-12,0.287955,Mesangial cell
MAGOHB,1.88E-16,0.305732,Mesangial cell
MANF,2.30E-13,0.307125,Mesangial cell
MAP1B,2.35E-111,0.8708,Mesangial cell
MAP1B,1.16E-14,0.630319,Vascular smooth muscle cells / pericytes
MAP4K4,1,0.379413,Vascular smooth muscle cells / pericytes
MT1H,2.93E-210,1.911908,Proximal tubule
ACSM2A,2.85E-189,1.436165,Proximal tubule
MT1G,5.41E-189,2.128634,Proximal tubule
MT1F,2.45E-176,1.738723,Proximal tubule
ACSM2B,4.37E-160,1.22228,Proximal tubule
GATM,1.48E-145,1.443854,Proximal tubule
LRP2,2.47E-140,1.026848,Proximal tubule
MT1X,7.65E-129,1.695449,Proximal tubule
UGT2B7,1.07E-111,1.1344,Proximal tubule
PDZK1,4.09E-108,0.956607,Proximal tubule
TMEM27,7.27E-108,1.078387,Proximal tubule
MGST1,1.87E-107,1.236622,Proximal tubule
NAT8,2.69E-106,1.00499,Proximal tubule
LGALS2,3.55E-101,1.004427,Proximal tubule
MT1E,9.13E-101,1.444007,Proximal tubule
SLC17A3,3.98E-92,0.835739,Proximal tubule
PIGR,1.75E-86,1.278461,Proximal tubule
SMIM24,8.89E-83,1.11989,Proximal tubule
UGT2A3,1.89E-82,0.681673,Proximal tubule
PDZK1IP1,3.00E-82,1.08241,Proximal tubule
SLC13A1,2.02E-81,0.825782,Proximal tubule
FTCD,5.99E-79,0.705242,Proximal tubule
KCNJ15,6.72E-74,0.803805,Proximal tubule
SLC3A1,9.84E-70,0.923712,Proximal tubule
CRYAB,7.24E-67,1.081481,Proximal tubule
DDC,1.35E-65,0.678209,Proximal tubule
MT2A,1.58E-63,1.007498,Proximal tubule
RBP5,1.09E-62,0.800359,Proximal tubule
AMN,4.13E-62,0.674376,Proximal tubule
MT1M,5.48E-62,1.44508,Proximal tubule
C11orf54,2.08E-59,0.874939,Proximal tubule
CXCL14,2.47E-56,0.420486,Proximal tubule
BHMT,2.58E-56,0.657046,Proximal tubule
PTN,4.95E-55,0.793854,Proximal tubule
CDH2,4.99E-54,0.650014,Proximal tubule
MMP7,7.51E-54,1.144009,Proximal tubule
ANPEP,2.28E-52,0.671952,Proximal tubule
SLC16A9,5.88E-50,0.691419,Proximal tubule
FAM134B,1.38E-48,0.761115,Proximal tubule
VCAM1,4.57E-48,0.901574,Proximal tubule
ANK2,4.47E-46,0.87396,Proximal tubule
C1orf186,5.67E-46,0.664121,Proximal tubule
AKAP12,2.67E-44,0.765957,Proximal tubule
GPX3,1.76E-43,1.354929,Proximal tubule
MIOX,3.95E-43,0.857662,Proximal tubule
OCIAD2,4.28E-43,0.775729,Proximal tubule
AK4,3.00E-42,0.769836,Proximal tubule
SLC22A2,1.11E-41,0.550866,Proximal tubule
IL32,7.61E-41,0.724974,Proximal tubule
CLU,2.95E-40,1.13442,Proximal tubule
LINC01320,1.80E-37,0.658912,Proximal tubule
ADAMTS9-AS1,1.90E-37,0.626987,Proximal tubule
FXYD2,5.69E-35,0.500842,Proximal tubule
EMX2,7.21E-35,0.642646,Proximal tubule
CREB5,2.64E-32,0.653021,Proximal tubule
ERRFI1,5.66E-32,0.807724,Proximal tubule
TSPAN1,2.30E-31,0.585462,Proximal tubule
CD24,6.12E-31,0.602119,Proximal tubule
CDH6,9.87E-31,0.554776,Proximal tubule
SLC16A4,1.07E-29,0.565323,Proximal tubule
AKR1C3,5.96E-28,0.514508,Proximal tubule
BBOX1,1.10E-26,0.525015,Proximal tubule
TMEM176A,2.00E-26,0.611023,Proximal tubule
ITGB8,3.37E-25,0.587909,Proximal tubule
SPATS2L,3.29E-24,0.597507,Proximal tubule
ENPEP,1.70E-23,0.437533,Proximal tubule
LAPTM4A,1.76E-23,0.461858,Proximal tubule
C12orf75,1.81E-23,0.544921,Proximal tubule
MAOB,2.12E-22,0.461553,Proximal tubule
BICC1,4.57E-22,0.543679,Proximal tubule
PKHD1,5.82E-22,0.530544,Proximal tubule
GIPC2,2.72E-21,0.41054,Proximal tubule
PTPRD,3.90E-21,0.413018,Proximal tubule
RP11-14N7.2,7.23E-21,0.491376,Proximal tubule
ANK3,1.53E-20,0.54351,Proximal tubule
LAMTOR5,2.90E-19,0.466599,Proximal tubule
C14orf105,3.44E-19,0.466304,Proximal tubule
TNFSF10,9.25E-19,0.607945,Proximal tubule
SLC22A5,9.42E-19,0.498805,Proximal tubule
TFPI,1.13E-18,0.469674,Proximal tubule
C3,4.70E-18,0.449632,Proximal tubule
CLIC4,9.03E-18,0.511208,Proximal tubule
DAB2,1.06E-17,0.541356,Proximal tubule
BNC2,4.67E-17,0.418882,Proximal tubule
TPM1,1.35E-16,0.471478,Proximal tubule
SEMA5A,1.38E-16,0.366823,Proximal tubule
ALDH1A1,1.48E-16,0.504506,Proximal tubule
RARRES2,2.31E-16,0.403306,Proximal tubule
ASS1,1.31E-15,0.557685,Proximal tubule
FHL1,2.79E-15,0.557983,Proximal tubule
ACAT1,5.49E-15,0.478513,Proximal tubule
CYB5A,8.15E-15,0.444289,Proximal tubule
MT-ND3,1.71E-14,0.394602,Proximal tubule
MT-CO1,7.29E-14,0.330944,Proximal tubule
HRSP12,8.04E-14,0.430561,Proximal tubule
PLEKHA5,8.86E-14,0.484013,Proximal tubule
PLIN2,1.17E-13,0.392216,Proximal tubule
SORBS2,2.29E-13,0.496833,Proximal tubule
KRT18,2.48E-13,0.485812,Proximal tubule
JADE1,2.31E-11,0.481757,Proximal tubule
MT-ATP6,2.49E-11,0.349582,Proximal tubule
TMEM176B,2.69E-11,0.390933,Proximal tubule
NFIA,2.94E-11,0.441707,Proximal tubule
KCNJ16,6.19E-11,0.332025,Proximal tubule
EZR,6.47E-11,0.41451,Proximal tubule
C19orf33,7.67E-11,0.484054,Proximal tubule
PGRMC1,1.83E-10,0.410644,Proximal tubule
SYCE1L,3.19E-10,0.415144,Proximal tubule
CPM,3.56E-10,0.416982,Proximal tubule
CRYZ,8.54E-10,0.403302,Proximal tubule
GPX4,1.53E-09,0.356459,Proximal tubule
RHOB,1.82E-09,0.335972,Proximal tubule
UGCG,5.61E-09,0.448496,Proximal tubule
RP11-553L6.5,6.29E-09,0.429296,Proximal tubule
ACAA2,6.38E-09,0.396807,Proximal tubule
LDHB,8.88E-09,0.317859,Proximal tubule
INSR,9.80E-09,0.380584,Proximal tubule
MT-CO3,1.41E-08,0.349665,Proximal tubule
METTL7A,1.51E-08,0.41741,Proximal tubule
VMP1,1.90E-08,0.437071,Proximal tubule
SERPINA1,2.16E-08,0.267967,Proximal tubule
SOX9,2.29E-08,0.406757,Proximal tubule
SEPP1,2.61E-08,0.280893,Proximal tubule
PAX8,3.49E-08,0.338926,Proximal tubule
LACTB2,3.76E-08,0.365902,Proximal tubule
ANXA4,5.73E-08,0.412132,Proximal tubule
KRT8,1.00E-07,0.363572,Proximal tubule
TGIF1,1.32E-07,0.399245,Proximal tubule
MAF,2.33E-07,0.404872,Proximal tubule
GALNT11,2.43E-07,0.404543,Proximal tubule
DDAH1,2.52E-07,0.358087,Proximal tubule
MT-ND4,2.91E-07,0.274745,Proximal tubule
SUCLG1,4.97E-07,0.523866,Proximal tubule
HINT1,6.65E-07,0.254444,Proximal tubule
PLXDC2,6.66E-07,0.340602,Proximal tubule
ALDH2,1.03E-06,0.329243,Proximal tubule
SYNE2,1.18E-06,0.318945,Proximal tubule
BDH2,1.56E-06,0.381359,Proximal tubule
MTCH2,2.23E-06,0.333166,Proximal tubule
NTN4,2.49E-06,0.40995,Proximal tubule
PDE4D,3.11E-06,0.355312,Proximal tubule
SOX4,3.93E-06,0.331815,Proximal tubule
RBM47,4.18E-06,0.297398,Proximal tubule
LRRK2,4.92E-06,0.327235,Proximal tubule
SOD1,7.79E-06,0.294472,Proximal tubule
CFI,1.49E-05,0.355652,Proximal tubule
PPFIBP1,1.58E-05,0.319691,Proximal tubule
ZBTB20,2.75E-05,0.318118,Proximal tubule
KIF12,4.97E-05,0.324404,Proximal tubule
TMBIM6,5.25E-05,0.305041,Proximal tubule
CRLS1,8.63E-05,0.285246,Proximal tubule
GCSH,0.000105,0.337354,Proximal tubule
NDFIP2,0.000215,0.262301,Proximal tubule
FAM107B,0.000314,0.316071,Proximal tubule
NREP,0.00032,0.316717,Proximal tubule
ADIRF,0.000364,0.442954,Proximal tubule
AKR1A1,0.000591,0.330327,Proximal tubule
BNIP3,0.000625,0.338965,Proximal tubule
LYPLAL1,0.00066,0.368683,Proximal tubule
FARP1,0.000663,0.298023,Proximal tubule
MYO6,0.000729,0.30016,Proximal tubule
NFIB,0.000995,0.282597,Proximal tubule
TXN,0.001984,0.26108,Proximal tubule
HCFC1R1,0.002018,0.273496,Proximal tubule
GRHPR,0.003359,0.323516,Proximal tubule
ATPIF1,0.003844,0.270813,Proximal tubule
PALLD,0.005535,0.255278,Proximal tubule
FAT1,0.012527,0.255611,Proximal tubule
CISD1,0.015093,0.296411,Proximal tubule
CARHSP1,0.016221,0.27541,Proximal tubule
TNS1,0.022478,0.283541,Proximal tubule
ADI1,0.027023,0.301232,Proximal tubule
CD164,0.027624,0.255259,Proximal tubule
ACADM,0.034284,0.301935,Proximal tubule
CFDP1,0.048481,0.311536,Proximal tubule
CETN2,0.056485,0.256838,Proximal tubule
FNIP2,0.064325,0.281389,Proximal tubule
NEDD9,0.079271,0.259505,Proximal tubule
MT-ATP8,0.105321,0.261095,Proximal tubule
DNPH1,0.109822,0.268068,Proximal tubule
CNDP2,0.114516,0.299214,Proximal tubule
B4GALT5,0.137029,0.320402,Proximal tubule
ZBTB44,0.149485,0.277094,Proximal tubule
LAMP2,0.375628,0.257145,Proximal tubule
ECHDC2,0.597463,0.256416,Proximal tubule
PDK4,1,0.260259,Proximal tubule
ECH1,1,0.252759,Proximal tubule
ECHS1,1,0.287704,Proximal tubule
